Project Name,Package Name,Type Name,MethodName,LOC,CC,PC
json-schema,org.everit.json.schema.loader,ProjectedJsonObjectTest,forEachOmitsHiddenKeys,6,1,0
json-schema,org.everit.json.schema.loader,ProjectedJsonObjectTest,keySetExcludesHiddenKeys,3,1,0
json-schema,org.everit.json.schema.loader,ProjectedJsonObjectTest,isEmptyTakesHiddenKeysIntoAccount,5,1,0
json-schema,org.everit.json.schema.loader,ProjectedJsonObjectTest,unwrapExcludesHiddenKeys,4,1,0
json-schema,org.everit.json.schema.loader,ProjectedJsonObjectTest,toMapExcludesHiddenKeys,4,1,0
json-schema,org.everit.json.schema.loader,ReadWriteContextLoadingTest,testReadOnlyContext,5,1,0
json-schema,org.everit.json.schema.loader,ReadWriteContextLoadingTest,testWriteOnlyContext,5,1,0
json-schema,org.everit.json.schema.loader,ReadWriteContextLoadingTest,worksOnlyInV7Mode,7,1,0
json-schema,org.everit.json.schema.loader,ReferenceLookupTest,before,3,1,0
json-schema,org.everit.json.schema.loader,ReferenceLookupTest,performLookup,4,1,1
json-schema,org.everit.json.schema.loader,ReferenceLookupTest,obtainReferenceSchema,7,1,1
json-schema,org.everit.json.schema.loader,ReferenceLookupTest,referenceSchemaLocationIsSet,5,1,0
json-schema,org.everit.json.schema.loader,ReferenceLookupTest,sameDocumentLookup,4,1,0
json-schema,org.everit.json.schema.loader,ReferenceLookupTest,query,4,1,1
json-schema,org.everit.json.schema.loader,ReferenceLookupTest,sameDocumentLookupById,4,1,0
json-schema,org.everit.json.schema.loader,ReferenceLookupTest,absoluteRef,5,1,0
json-schema,org.everit.json.schema.loader,ReferenceLookupTest,withParentScope,5,1,0
json-schema,org.everit.json.schema.loader,ReferenceLookupTest,schemaVersionChange,5,1,0
json-schema,org.everit.json.schema.loader,ReferenceLookupTest,idAsJsonPointerWorks,4,1,0
json-schema,org.everit.json.schema.loader,ReferenceLookupTest,multipleReferencesToSameSchema,17,1,0
json-schema,org.everit.json.schema.loader,RegisteredURIResolutionTest,success,7,1,0
json-schema,org.everit.json.schema.loader,RegisteredURIResolutionTest,urnWithFragment,7,1,0
json-schema,org.everit.json.schema.loader,RegisteredURIResolutionTest,httpURL,7,1,0
json-schema,org.everit.json.schema.loader,ResolutionScopeTest,get,3,1,1
json-schema,org.everit.json.schema.loader,ResolutionScopeTest,resolutionScopeTest,9,1,0
json-schema,org.everit.json.schema.loader,ResolutionScopeTest,get,4,1,1
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,get,3,1,1
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,booleanSchema,4,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,builderhasDefaultFormatValidators,9,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,builderOverrideOfBuiltInFormatValidators,4,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,builderKeepBuiltInFormatValidatorsByDefault,4,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,builderUsesDefaultSchemaClient,5,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,customFormat,4,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,emptyPatternProperties,5,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,emptySchema,3,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,emptySchemaWithDefault,4,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,enumSchema,6,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,genericProperties,6,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,integerSchema,9,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,conditionalSchemaIf,6,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,conditionalSchemaThen,6,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,conditionalSchemaElse,6,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,conditionalSchemaIfThenElse,6,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,conditionalSchemaLoadingV4,4,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,conditionalSchemaLoadingV6,4,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,conditionalSchemaIfSubSchemaTrue,7,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,invalidExclusiveMinimum,6,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,invalidIntegerSchema,7,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,invalidStringSchema,6,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,invalidType,6,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,jsonPointerInArray,3,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,multipleTypes,3,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,implicitAnyOfLoadsTypeProps,7,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,neverMatchingAnyOf,3,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,noExplicitObject,4,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,notSchema,4,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,nullSchema,4,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,pointerResolution,7,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,pointerResolvedToBoolean,5,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,v6InternalRefResolution,4,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,sameDocumentReferenceResolution,3,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,pointerResolutionFailure,6,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,pointerResolutionQueryFailure,6,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,multipleOfShouldNotBeZero,7,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,propsAroundRefExtendTheReferredSchema,7,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,recursiveSchema,3,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,refWithType,6,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,remotePointerResulion,7,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,resolutionScopeTest,9,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,get,4,1,1
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,selfRecursiveSchema,3,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,sniffByFormat,6,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,sniffByContains,6,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,sniffByContainsDoesNotAffectV4,6,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,trueIsTrueSchema,3,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,falseIsFalseSchema,3,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,stringSchema,5,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,stringSchemaWithFormat,4,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,tupleSchema,8,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,unknownSchema,6,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,unsupportedFormat,6,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,schemaJsonIdIsRecognized,6,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,v6SchemaJsonIdIsRecognized,6,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,withoutFragment,4,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,withoutFragmentNoFragment,4,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,toOrgJSONObject,5,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,schemaPointerIsPopulated,7,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,constLoading,4,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,constLoadingV4,4,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,automaticSchemaVersionRecognition,6,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,folderNameResolution,5,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,otherFolderNameResolution,3,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,refRemoteV4,5,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,refPointerDerivatedFromPointer,5,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,relativeIdInReferencedSchemaRoot,5,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,applyDefaultNumberTest,7,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,applyDefaultStringTest,7,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,applyDefaultBooleanTest,7,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,applyDefaultObjectTest,7,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,applyDefaultArrayTest,7,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,applyDefaultNullTest,7,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,nullableBooleansAre_Loaded_withNullableSupport,10,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,nullableBooleansAre_NotLoaded_withoutNullableSupport,9,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,unknownTypeException,10,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,unknownMetaSchemaException,9,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,syntheticAllOf,4,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,syntheticAllOfTrue,5,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,commonPropsGoIntoWrappingAllOf,8,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,unprocessedPropertiesAreLoaded,8,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,commonPropsAreNotUnprocessedProps,5,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,unprocessedPropertiesAreLoadedForRefElement,11,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,httpsSchemaURI,5,1,0
json-schema,org.everit.json.schema.loader,SchemaLoaderTest,explicitlySetResolutionScope_isMappedToSchemaLocation,4,1,0
json-schema,org.everit.json.schema.loader,SpecificationVersionTest,v6ContainsAdditionalFormats,4,1,0
json-schema,org.everit.json.schema.loader,SpecificationVersionTest,v4MapMatchesFormatNames,5,2,0
json-schema,org.everit.json.schema.loader,SpecificationVersionTest,v6MapMatchesFormatNames,5,2,0
json-schema,org.everit.json.schema.loader,SpecificationVersionTest,isAtLeastTrue,3,1,0
json-schema,org.everit.json.schema.loader,SpecificationVersionTest,isAtLeast_False,3,1,0
json-schema,org.everit.json.schema.loader,SpecificationVersionTest,isAtLeast_equal,3,1,0
json-schema,org.everit.json.schema.loader,SpecVersionDeductionTest,get,3,1,1
json-schema,org.everit.json.schema.loader,SpecVersionDeductionTest,assertSchemaException,9,1,1
json-schema,org.everit.json.schema.loader,SpecVersionDeductionTest,assertSpecVersion,3,1,2
json-schema,org.everit.json.schema.loader,SpecVersionDeductionTest,unknownMetaSchema_implicitDefault,3,1,0
json-schema,org.everit.json.schema.loader,SpecVersionDeductionTest,knownMetaSchema_implicitDefault,3,1,0
json-schema,org.everit.json.schema.loader,SpecVersionDeductionTest,missingMetaSchema_implicitDefault,3,1,0
json-schema,org.everit.json.schema.loader,SpecVersionDeductionTest,unknownMetaSchema_explicitDefault,3,1,0
json-schema,org.everit.json.schema.loader,SpecVersionDeductionTest,knownMetaSchema_explicitDefault,3,1,0
json-schema,org.everit.json.schema.loader,SpecVersionDeductionTest,missingMetaSchema_explicitDefault,3,1,0
json-schema,org.everit.json.schema.loader,SubschemaRegistryTest,emptySchemaContainsNoElems,6,1,0
json-schema,org.everit.json.schema.loader,SubschemaRegistryTest,topLevelIdIsRecognized,7,1,0
json-schema,org.everit.json.schema.loader,SubschemaRegistryTest,childInObjById_isRecognized,8,1,0
json-schema,org.everit.json.schema.loader,SubschemaRegistryTest,childInArrayById_isRecognized,8,1,0
json-schema,org.everit.json.schema.loader.internal,DefaultSchemaClient,get,14,2,1
json-schema,org.everit.json.schema.loader.internal,JSONPointer,QueryResult,4,1,2
json-schema,org.everit.json.schema.loader.internal,JSONPointer,getContainingDocument,3,1,0
json-schema,org.everit.json.schema.loader.internal,JSONPointer,getQueryResult,3,1,0
json-schema,org.everit.json.schema.loader.internal,JSONPointer,executeWith,36,4,2
json-schema,org.everit.json.schema.loader.internal,JSONPointer,forDocument,3,1,2
json-schema,org.everit.json.schema.loader.internal,JSONPointer,forURL,14,2,2
json-schema,org.everit.json.schema.loader.internal,JSONPointer,JSONPointer,4,1,2
json-schema,org.everit.json.schema.loader.internal,JSONPointer,query,17,3,0
json-schema,org.everit.json.schema.loader.internal,JSONPointer,queryFrom,13,3,1
json-schema,org.everit.json.schema.loader.internal,QueryResult,QueryResult,4,1,2
json-schema,org.everit.json.schema.loader.internal,QueryResult,getContainingDocument,3,1,0
json-schema,org.everit.json.schema.loader.internal,QueryResult,getQueryResult,3,1,0
json-schema,org.everit.json.schema.loader.internal,ReferenceResolver,resolve,8,1,2
json-schema,org.everit.json.schema.loader.internal,ReferenceResolver,resolve,11,2,2
json-schema,org.everit.json.schema.loader.internal,ReferenceResolver,ReferenceResolver,2,1,0
json-schema,org.everit.json.schema.loader.internal,ResolutionScopeChangeListener,accept,3,1,1
json-schema,org.everit.json.schema.loader.internal,ResolutionScopeChangeListener,resolutionScopeChanged,0,1,1
json-schema,org.everit.json.schema.loader.internal,TypeBasedMultiplexer,IdModifyingTypeConsumerImpl,3,1,1
json-schema,org.everit.json.schema.loader.internal,TypeBasedMultiplexer,then,19,2,1
json-schema,org.everit.json.schema.loader.internal,TypeBasedMultiplexer,then,0,1,1
json-schema,org.everit.json.schema.loader.internal,TypeBasedMultiplexer,OnTypeConsumerImpl,3,1,1
json-schema,org.everit.json.schema.loader.internal,TypeBasedMultiplexer,then,4,1,1
json-schema,org.everit.json.schema.loader.internal,TypeBasedMultiplexer,TypeBasedMultiplexer,3,1,1
json-schema,org.everit.json.schema.loader.internal,TypeBasedMultiplexer,TypeBasedMultiplexer,3,1,2
json-schema,org.everit.json.schema.loader.internal,TypeBasedMultiplexer,TypeBasedMultiplexer,5,1,3
json-schema,org.everit.json.schema.loader.internal,TypeBasedMultiplexer,addResolutionScopeChangeListener,3,1,1
json-schema,org.everit.json.schema.loader.internal,TypeBasedMultiplexer,ifIs,6,2,1
json-schema,org.everit.json.schema.loader.internal,TypeBasedMultiplexer,ifObject,3,1,0
json-schema,org.everit.json.schema.loader.internal,TypeBasedMultiplexer,orElse,4,1,1
json-schema,org.everit.json.schema.loader.internal,TypeBasedMultiplexer,requireAny,6,1,0
json-schema,org.everit.json.schema.loader.internal,TypeBasedMultiplexer,triggerResolutionScopeChange,5,2,0
json-schema,org.everit.json.schema.loader.internal,IdModifyingTypeConsumerImpl,IdModifyingTypeConsumerImpl,3,1,1
json-schema,org.everit.json.schema.loader.internal,IdModifyingTypeConsumerImpl,then,19,2,1
json-schema,org.everit.json.schema.loader.internal,OnTypeConsumer,then,0,1,1
json-schema,org.everit.json.schema.loader.internal,OnTypeConsumerImpl,OnTypeConsumerImpl,3,1,1
json-schema,org.everit.json.schema.loader.internal,OnTypeConsumerImpl,then,4,1,1
json-schema,org.everit.json.schema.loader.internal,WrappingFormatValidator,WrappingFormatValidator,4,1,2
json-schema,org.everit.json.schema.loader.internal,WrappingFormatValidator,validate,3,1,1
json-schema,org.everit.json.schema.loader.internal,WrappingFormatValidator,formatName,3,1,0
json-schema,org.everit.json.schema.loader.internal,ReferenceResolverTest,params,3,1,0
json-schema,org.everit.json.schema.loader.internal,ReferenceResolverTest,test,4,1,4
json-schema,org.everit.json.schema.loader.internal,ReferenceResolverTest,testURI,10,1,4
json-schema,org.everit.json.schema.loader.internal,ReferenceResolverTest,resolveWrapsURISyntaxException,9,1,0
json-schema,org.everit.json.schema.loader.internal,ReferenceResolverTest,resolveURIWrapsURISyntaxException,9,1,0
json-schema,org.everit.json.schema.loader.internal,TypeBasedMultiplexerTest,differentPortNum,3,1,0
json-schema,org.everit.json.schema.loader.internal,TypeBasedMultiplexerTest,uri,8,1,1
json-schema,org.everit.json.schema.loader.internal,TypeBasedMultiplexerTest,dispatchesIdChangeEvent,11,1,0
json-schema,org.everit.json.schema.loader.internal,TypeBasedMultiplexerTest,expectScopeChanges,10,1,3
json-schema,org.everit.json.schema.loader.internal,TypeBasedMultiplexerTest,uriAsString,10,1,1
json-schema,org.everit.json.schema.loader.internal,TypeBasedMultiplexerTest,describeTo,2,1,1
json-schema,org.everit.json.schema.loader.internal,TypeBasedMultiplexerTest,matchesSafely,3,1,1
json-schema,org.everit.json.schema.loader.internal,TypeBasedMultiplexerTest,fragmentIdOccurence,4,1,0
json-schema,org.everit.json.schema.loader.internal,TypeBasedMultiplexerTest,newRoot,3,1,0
json-schema,org.everit.json.schema.loader.internal,TypeBasedMultiplexerTest,nonFragmentRelativePath,3,1,0
json-schema,org.everit.json.schema.loader.internal,TypeBasedMultiplexerTest,objectWithId,5,1,1
json-schema,org.everit.json.schema.loader.internal,TypeBasedMultiplexerTest,relpathThenFragment,21,1,0
json-schema,org.everit.json.schema.loader.internal,TypeBasedMultiplexerTest,relpathWithFragment,3,1,0
json-schema,org.everit.json.schema.loader.internal,TypeBasedMultiplexerTest,typeBasedMultiplexerFailure,10,1,0
json-schema,org.everit.json.schema.loader.internal,TypeBasedMultiplexerTest,typeBasedMultiplexerTest,14,1,0
json-schema,org.everit.json.schema.regexp,JavaUtilRegexp,JavaUtilRegexp,4,1,1
json-schema,org.everit.json.schema.regexp,JavaUtilRegexp,patternMatchingFailure,8,2,1
json-schema,org.everit.json.schema.regexp,JavaUtilRegexp,equals,6,3,1
json-schema,org.everit.json.schema.regexp,JavaUtilRegexp,hashCode,3,1,0
json-schema,org.everit.json.schema.regexp,JavaUtilRegexpFactory,createHandler,3,1,1
json-schema,org.everit.json.schema.regexp,RE2JRegexp,RE2JRegexp,4,1,1
json-schema,org.everit.json.schema.regexp,RE2JRegexp,patternMatchingFailure,8,2,1
json-schema,org.everit.json.schema.regexp,RE2JRegexp,equals,6,3,1
json-schema,org.everit.json.schema.regexp,RE2JRegexp,hashCode,3,1,0
json-schema,org.everit.json.schema.regexp,RE2JRegexpFactory,createHandler,3,1,1
json-schema,org.everit.json.schema.regexp,Regexp,patternMatchingFailure,0,1,1
json-schema,org.everit.json.schema.regexp,AbstractRegexp,AbstractRegexp,3,1,1
json-schema,org.everit.json.schema.regexp,AbstractRegexp,toString,3,1,0
json-schema,org.everit.json.schema.regexp,RegexpFactory,createHandler,0,1,1
json-schema,org.everit.json.schema.regexp,RegexpMatchingFailure,RegexpMatchingFailure,2,1,0
json-schema,org.everit.json.schema.regexp,RegexpMatchingFailure,equals,3,1,1
json-schema,org.everit.json.schema.regexp,JavaUtilRegexpTest,createHandler,3,1,0
json-schema,org.everit.json.schema.regexp,JavaUtilRegexpTest,success,3,1,0
json-schema,org.everit.json.schema.regexp,JavaUtilRegexpTest,failure,3,1,0
json-schema,org.everit.json.schema.regexp,JavaUtilRegexpTest,asString,3,1,0
json-schema,org.everit.json.schema.regexp,JavaUtilRegexpTest,equalsVerifier,3,1,0
json-schema,org.everit.json.schema.regexp,RE2JRegexpTest,createHandler,3,1,0
json-schema,org.everit.json.schema.regexp,RE2JRegexpTest,success,3,1,0
json-schema,org.everit.json.schema.regexp,RE2JRegexpTest,failure,3,1,0
json-schema,org.everit.json.schema.regexp,RE2JRegexpTest,asString,3,1,0
json-schema,org.everit.json.schema.regexp,RE2JRegexpTest,equalsVerifier,3,1,0
