Project Name,Package Name,Type Name,MethodName,LOC,CC,PC
json-schema,org.everit.json.schema,ArraySchema,addItemSchema,7,2,1
json-schema,org.everit.json.schema,ArraySchema,additionalItems,4,1,1
json-schema,org.everit.json.schema,ArraySchema,allItemSchema,4,1,1
json-schema,org.everit.json.schema,ArraySchema,build,3,1,0
json-schema,org.everit.json.schema,ArraySchema,maxItems,4,1,1
json-schema,org.everit.json.schema,ArraySchema,minItems,4,1,1
json-schema,org.everit.json.schema,ArraySchema,requiresArray,4,1,1
json-schema,org.everit.json.schema,ArraySchema,schemaOfAdditionalItems,4,1,1
json-schema,org.everit.json.schema,ArraySchema,uniqueItems,4,1,1
json-schema,org.everit.json.schema,ArraySchema,containsItemSchema,4,1,1
json-schema,org.everit.json.schema,ArraySchema,builder,3,1,0
json-schema,org.everit.json.schema,ArraySchema,ArraySchema,20,3,1
json-schema,org.everit.json.schema,ArraySchema,getAllItemSchema,3,1,0
json-schema,org.everit.json.schema,ArraySchema,getItemSchemas,3,1,0
json-schema,org.everit.json.schema,ArraySchema,getMaxItems,3,1,0
json-schema,org.everit.json.schema,ArraySchema,getMinItems,3,1,0
json-schema,org.everit.json.schema,ArraySchema,getSchemaOfAdditionalItems,3,1,0
json-schema,org.everit.json.schema,ArraySchema,getContainedItemSchema,3,1,0
json-schema,org.everit.json.schema,ArraySchema,needsUniqueItems,3,1,0
json-schema,org.everit.json.schema,ArraySchema,permitsAdditionalItems,3,1,0
json-schema,org.everit.json.schema,ArraySchema,requiresArray,3,1,0
json-schema,org.everit.json.schema,ArraySchema,equals,12,3,1
json-schema,org.everit.json.schema,ArraySchema,accept,3,1,1
json-schema,org.everit.json.schema,ArraySchema,definesProperty,12,1,1
json-schema,org.everit.json.schema,ArraySchema,tryPropertyDefinitionByMetaIndex,34,8,3
json-schema,org.everit.json.schema,ArraySchema,tryPropertyDefinitionByNumericIndex,23,7,3
json-schema,org.everit.json.schema,ArraySchema,canEqual,3,1,1
json-schema,org.everit.json.schema,ArraySchema,hashCode,3,1,0
json-schema,org.everit.json.schema,Builder,addItemSchema,7,2,1
json-schema,org.everit.json.schema,Builder,additionalItems,4,1,1
json-schema,org.everit.json.schema,Builder,allItemSchema,4,1,1
json-schema,org.everit.json.schema,Builder,build,3,1,0
json-schema,org.everit.json.schema,Builder,maxItems,4,1,1
json-schema,org.everit.json.schema,Builder,minItems,4,1,1
json-schema,org.everit.json.schema,Builder,requiresArray,4,1,1
json-schema,org.everit.json.schema,Builder,schemaOfAdditionalItems,4,1,1
json-schema,org.everit.json.schema,Builder,uniqueItems,4,1,1
json-schema,org.everit.json.schema,Builder,containsItemSchema,4,1,1
json-schema,org.everit.json.schema,ArraySchemaValidatingVisitor,ArraySchemaValidatingVisitor,3,1,1
json-schema,org.everit.json.schema,ArraySchemaValidatingVisitor,visitArraySchema,9,1,1
json-schema,org.everit.json.schema,ArraySchemaValidatingVisitor,visitMinItems,5,2,1
json-schema,org.everit.json.schema,ArraySchemaValidatingVisitor,visitMaxItems,5,2,1
json-schema,org.everit.json.schema,ArraySchemaValidatingVisitor,visitUniqueItems,16,5,1
json-schema,org.everit.json.schema,ArraySchemaValidatingVisitor,visitAllItemSchema,5,2,1
json-schema,org.everit.json.schema,ArraySchemaValidatingVisitor,visitItemSchema,8,2,2
json-schema,org.everit.json.schema,ArraySchemaValidatingVisitor,visitAdditionalItems,7,2,1
json-schema,org.everit.json.schema,ArraySchemaValidatingVisitor,visitSchemaOfAdditionalItems,7,2,1
json-schema,org.everit.json.schema,ArraySchemaValidatingVisitor,validateItemsAgainstSchema,3,1,2
json-schema,org.everit.json.schema,ArraySchemaValidatingVisitor,validateItemsAgainstSchema,6,2,2
json-schema,org.everit.json.schema,ArraySchemaValidatingVisitor,ifFails,3,1,2
json-schema,org.everit.json.schema,ArraySchemaValidatingVisitor,visitContainedItemSchema,12,4,1
json-schema,org.everit.json.schema,BooleanSchema,build,3,1,0
json-schema,org.everit.json.schema,BooleanSchema,builder,3,1,0
json-schema,org.everit.json.schema,BooleanSchema,BooleanSchema,3,1,1
json-schema,org.everit.json.schema,BooleanSchema,equals,12,3,1
json-schema,org.everit.json.schema,BooleanSchema,accept,3,1,1
json-schema,org.everit.json.schema,BooleanSchema,canEqual,3,1,1
json-schema,org.everit.json.schema,Builder,build,3,1,0
json-schema,org.everit.json.schema,CollectingFailureReporter,CollectingFailureReporter,3,1,1
json-schema,org.everit.json.schema,CollectingFailureReporter,failure,3,1,1
json-schema,org.everit.json.schema,CollectingFailureReporter,validationFinished,3,1,0
json-schema,org.everit.json.schema,CollectingFailureReporter,inContextOfSchema,19,4,2
json-schema,org.everit.json.schema,CollectingFailureReporter,getState,3,1,0
json-schema,org.everit.json.schema,CollectingFailureReporter,isChanged,3,1,1
json-schema,org.everit.json.schema,CollectingFailureReporter,failureCount,3,1,0
json-schema,org.everit.json.schema,CombinedSchema,build,3,1,0
json-schema,org.everit.json.schema,CombinedSchema,criterion,4,1,1
json-schema,org.everit.json.schema,CombinedSchema,subschema,4,1,1
json-schema,org.everit.json.schema,CombinedSchema,subschemas,4,1,1
json-schema,org.everit.json.schema,CombinedSchema,isSynthetic,4,1,1
json-schema,org.everit.json.schema,CombinedSchema,validate,0,1,2
json-schema,org.everit.json.schema,CombinedSchema,validate,5,2,2
json-schema,org.everit.json.schema,CombinedSchema,toString,3,1,0
json-schema,org.everit.json.schema,CombinedSchema,validate,5,2,2
json-schema,org.everit.json.schema,CombinedSchema,toString,3,1,0
json-schema,org.everit.json.schema,CombinedSchema,validate,5,2,2
json-schema,org.everit.json.schema,CombinedSchema,toString,3,1,0
json-schema,org.everit.json.schema,CombinedSchema,allOf,3,1,1
json-schema,org.everit.json.schema,CombinedSchema,anyOf,3,1,1
json-schema,org.everit.json.schema,CombinedSchema,builder,3,1,0
json-schema,org.everit.json.schema,CombinedSchema,builder,3,1,1
json-schema,org.everit.json.schema,CombinedSchema,oneOf,3,1,1
json-schema,org.everit.json.schema,CombinedSchema,CombinedSchema,6,1,1
json-schema,org.everit.json.schema,CombinedSchema,compareBySchemaType,3,1,2
json-schema,org.everit.json.schema,CombinedSchema,sortByCombinedFirst,3,1,1
json-schema,org.everit.json.schema,CombinedSchema,getCriterion,3,1,0
json-schema,org.everit.json.schema,CombinedSchema,getSubschemas,3,1,0
json-schema,org.everit.json.schema,CombinedSchema,isSynthetic,3,1,0
json-schema,org.everit.json.schema,CombinedSchema,accept,3,1,1
json-schema,org.everit.json.schema,CombinedSchema,definesProperty,15,3,1
json-schema,org.everit.json.schema,CombinedSchema,equals,12,3,1
json-schema,org.everit.json.schema,CombinedSchema,hashCode,3,1,0
json-schema,org.everit.json.schema,CombinedSchema,canEqual,3,1,1
json-schema,org.everit.json.schema,Builder,build,3,1,0
json-schema,org.everit.json.schema,Builder,criterion,4,1,1
json-schema,org.everit.json.schema,Builder,subschema,4,1,1
json-schema,org.everit.json.schema,Builder,subschemas,4,1,1
json-schema,org.everit.json.schema,Builder,isSynthetic,4,1,1
json-schema,org.everit.json.schema,ValidationCriterion,validate,0,1,2
json-schema,org.everit.json.schema,ConditionalSchema,ifSchema,4,1,1
json-schema,org.everit.json.schema,ConditionalSchema,thenSchema,4,1,1
json-schema,org.everit.json.schema,ConditionalSchema,elseSchema,4,1,1
json-schema,org.everit.json.schema,ConditionalSchema,build,3,1,0
json-schema,org.everit.json.schema,ConditionalSchema,builder,3,1,0
json-schema,org.everit.json.schema,ConditionalSchema,ConditionalSchema,6,1,1
json-schema,org.everit.json.schema,ConditionalSchema,getIfSchema,3,1,0
json-schema,org.everit.json.schema,ConditionalSchema,getThenSchema,3,1,0
json-schema,org.everit.json.schema,ConditionalSchema,getElseSchema,3,1,0
json-schema,org.everit.json.schema,ConditionalSchema,accept,3,1,1
json-schema,org.everit.json.schema,Builder,ifSchema,4,1,1
json-schema,org.everit.json.schema,Builder,thenSchema,4,1,1
json-schema,org.everit.json.schema,Builder,elseSchema,4,1,1
json-schema,org.everit.json.schema,Builder,build,3,1,0
json-schema,org.everit.json.schema,ConditionalSchemaValidatingVisitor,ConditionalSchemaValidatingVisitor,4,1,2
json-schema,org.everit.json.schema,ConditionalSchemaValidatingVisitor,visitConditionalSchema,7,2,1
json-schema,org.everit.json.schema,ConditionalSchemaValidatingVisitor,visitIfSchema,11,3,1
json-schema,org.everit.json.schema,ConditionalSchemaValidatingVisitor,visitThenSchema,13,3,1
json-schema,org.everit.json.schema,ConditionalSchemaValidatingVisitor,visitElseSchema,13,3,1
json-schema,org.everit.json.schema,ConditionalSchemaValidatingVisitor,createMatchEvent,3,1,1
json-schema,org.everit.json.schema,ConditionalSchemaValidatingVisitor,createMismatchEvent,3,1,2
json-schema,org.everit.json.schema,ConstSchema,permittedValue,4,1,1
json-schema,org.everit.json.schema,ConstSchema,build,3,1,0
json-schema,org.everit.json.schema,ConstSchema,builder,3,1,0
json-schema,org.everit.json.schema,ConstSchema,ConstSchema,4,1,1
json-schema,org.everit.json.schema,ConstSchema,accept,3,1,1
json-schema,org.everit.json.schema,ConstSchema,getPermittedValue,3,1,0
json-schema,org.everit.json.schema,ConstSchemaBuilder,permittedValue,4,1,1
json-schema,org.everit.json.schema,ConstSchemaBuilder,build,3,1,0
json-schema,org.everit.json.schema,EarlyFailingFailureReporter,EarlyFailingFailureReporter,3,1,1
json-schema,org.everit.json.schema,EarlyFailingFailureReporter,failure,3,1,1
json-schema,org.everit.json.schema,EarlyFailingFailureReporter,validationFinished,2,1,0
json-schema,org.everit.json.schema,EarlyFailingFailureReporter,inContextOfSchema,8,1,2
json-schema,org.everit.json.schema,EmptySchema,build,3,1,0
json-schema,org.everit.json.schema,EmptySchema,builder,3,1,0
json-schema,org.everit.json.schema,EmptySchema,EmptySchema,3,1,1
json-schema,org.everit.json.schema,EmptySchema,accept,3,1,1
json-schema,org.everit.json.schema,EmptySchema,equals,10,3,1
json-schema,org.everit.json.schema,EmptySchema,canEqual,3,1,1
json-schema,org.everit.json.schema,EmptySchema,hashCode,3,1,0
json-schema,org.everit.json.schema,Builder,build,3,1,0
json-schema,org.everit.json.schema,EnumSchema,toJavaValue,14,4,1
json-schema,org.everit.json.schema,EnumSchema,toJavaValues,3,1,1
json-schema,org.everit.json.schema,EnumSchema,build,3,1,0
json-schema,org.everit.json.schema,EnumSchema,possibleValue,4,1,1
json-schema,org.everit.json.schema,EnumSchema,possibleValues,4,1,1
json-schema,org.everit.json.schema,EnumSchema,possibleValues,4,1,1
json-schema,org.everit.json.schema,EnumSchema,builder,3,1,0
json-schema,org.everit.json.schema,EnumSchema,EnumSchema,4,1,1
json-schema,org.everit.json.schema,EnumSchema,getPossibleValues,3,1,0
json-schema,org.everit.json.schema,EnumSchema,getPossibleValuesAsList,3,1,0
json-schema,org.everit.json.schema,EnumSchema,equals,12,3,1
json-schema,org.everit.json.schema,EnumSchema,hashCode,3,1,0
json-schema,org.everit.json.schema,EnumSchema,accept,3,1,1
json-schema,org.everit.json.schema,EnumSchema,canEqual,3,1,1
json-schema,org.everit.json.schema,Builder,build,3,1,0
json-schema,org.everit.json.schema,Builder,possibleValue,4,1,1
json-schema,org.everit.json.schema,Builder,possibleValues,4,1,1
json-schema,org.everit.json.schema,Builder,possibleValues,4,1,1
json-schema,org.everit.json.schema,FalseSchema,build,3,1,0
json-schema,org.everit.json.schema,FalseSchema,builder,3,1,0
json-schema,org.everit.json.schema,FalseSchema,FalseSchema,3,1,1
json-schema,org.everit.json.schema,FalseSchema,accept,3,1,1
json-schema,org.everit.json.schema,FalseSchema,toString,3,1,0
json-schema,org.everit.json.schema,Builder,build,3,1,0
json-schema,org.everit.json.schema,FormatValidator,forFormat,19,7,1
json-schema,org.everit.json.schema,FormatValidator,validate,0,1,1
json-schema,org.everit.json.schema,FormatValidator,formatName,3,1,0
json-schema,org.everit.json.schema,InternalValidationException,InternalValidationException,3,1,3
json-schema,org.everit.json.schema,InternalValidationException,InternalValidationException,3,1,5
json-schema,org.everit.json.schema,InternalValidationException,InternalValidationException,3,1,4
json-schema,org.everit.json.schema,InternalValidationException,InternalValidationException,3,1,6
json-schema,org.everit.json.schema,InternalValidationException,fillInStackTrace,3,1,0
json-schema,org.everit.json.schema,JSONPointer,build,3,1,0
json-schema,org.everit.json.schema,JSONPointer,append,7,2,1
json-schema,org.everit.json.schema,JSONPointer,append,4,1,1
json-schema,org.everit.json.schema,JSONPointer,builder,3,1,0
json-schema,org.everit.json.schema,JSONPointer,unescape,3,1,1
json-schema,org.everit.json.schema,JSONPointer,escape,3,1,1
json-schema,org.everit.json.schema,JSONPointer,JSONPointer,44,8,1
json-schema,org.everit.json.schema,JSONPointer,JSONPointer,3,1,1
json-schema,org.everit.json.schema,JSONPointer,queryFrom,18,5,1
json-schema,org.everit.json.schema,JSONPointer,readByIndexToken,18,2,2
json-schema,org.everit.json.schema,JSONPointer,getRefTokens,3,1,0
json-schema,org.everit.json.schema,JSONPointer,toString,7,2,0
json-schema,org.everit.json.schema,JSONPointer,toURIFragment,12,2,0
json-schema,org.everit.json.schema,Builder,build,3,1,0
json-schema,org.everit.json.schema,Builder,append,7,2,1
json-schema,org.everit.json.schema,Builder,append,4,1,1
json-schema,org.everit.json.schema,JSONPointerException,JSONPointerException,3,1,1
json-schema,org.everit.json.schema,JSONPointerException,JSONPointerException,3,1,2
json-schema,org.everit.json.schema,NotSchema,build,3,1,0
json-schema,org.everit.json.schema,NotSchema,mustNotMatch,4,1,1
json-schema,org.everit.json.schema,NotSchema,builder,3,1,0
json-schema,org.everit.json.schema,NotSchema,NotSchema,4,1,1
json-schema,org.everit.json.schema,NotSchema,getMustNotMatch,3,1,0
json-schema,org.everit.json.schema,NotSchema,accept,3,1,1
json-schema,org.everit.json.schema,NotSchema,equals,12,3,1
json-schema,org.everit.json.schema,NotSchema,hashCode,3,1,0
json-schema,org.everit.json.schema,NotSchema,canEqual,3,1,1
json-schema,org.everit.json.schema,Builder,build,3,1,0
json-schema,org.everit.json.schema,Builder,mustNotMatch,4,1,1
json-schema,org.everit.json.schema,NullSchema,build,3,1,0
json-schema,org.everit.json.schema,NullSchema,builder,3,1,0
json-schema,org.everit.json.schema,NullSchema,NullSchema,3,1,1
json-schema,org.everit.json.schema,NullSchema,equals,12,3,1
json-schema,org.everit.json.schema,NullSchema,hashCode,3,1,0
json-schema,org.everit.json.schema,NullSchema,canEqual,3,1,1
json-schema,org.everit.json.schema,NullSchema,accept,3,1,1
json-schema,org.everit.json.schema,Builder,build,3,1,0
json-schema,org.everit.json.schema,NumberComparator,getAsBigDecimal,15,4,1
json-schema,org.everit.json.schema,NumberComparator,deepEquals,6,2,2
json-schema,org.everit.json.schema,NumberComparator,compare,3,1,2
json-schema,org.everit.json.schema,NumberSchema,build,3,1,0
json-schema,org.everit.json.schema,NumberSchema,exclusiveMaximum,4,1,1
json-schema,org.everit.json.schema,NumberSchema,exclusiveMinimum,4,1,1
json-schema,org.everit.json.schema,NumberSchema,maximum,4,1,1
json-schema,org.everit.json.schema,NumberSchema,minimum,4,1,1
json-schema,org.everit.json.schema,NumberSchema,multipleOf,4,1,1
json-schema,org.everit.json.schema,NumberSchema,requiresInteger,4,1,1
json-schema,org.everit.json.schema,NumberSchema,requiresNumber,4,1,1
json-schema,org.everit.json.schema,NumberSchema,exclusiveMinimum,4,1,1
json-schema,org.everit.json.schema,NumberSchema,exclusiveMaximum,4,1,1
json-schema,org.everit.json.schema,NumberSchema,builder,3,1,0
json-schema,org.everit.json.schema,NumberSchema,NumberSchema,3,1,0
json-schema,org.everit.json.schema,NumberSchema,NumberSchema,12,1,1
json-schema,org.everit.json.schema,NumberSchema,getMaximum,3,1,0
json-schema,org.everit.json.schema,NumberSchema,getMinimum,3,1,0
json-schema,org.everit.json.schema,NumberSchema,getMultipleOf,3,1,0
json-schema,org.everit.json.schema,NumberSchema,isExclusiveMaximum,3,1,0
json-schema,org.everit.json.schema,NumberSchema,isExclusiveMinimum,3,1,0
json-schema,org.everit.json.schema,NumberSchema,requiresInteger,3,1,0
json-schema,org.everit.json.schema,NumberSchema,isRequiresNumber,3,1,0
json-schema,org.everit.json.schema,NumberSchema,getExclusiveMinimumLimit,3,1,0
json-schema,org.everit.json.schema,NumberSchema,getExclusiveMaximumLimit,3,1,0
json-schema,org.everit.json.schema,NumberSchema,accept,3,1,1
json-schema,org.everit.json.schema,NumberSchema,equals,12,3,1
json-schema,org.everit.json.schema,NumberSchema,hashCode,3,1,0
json-schema,org.everit.json.schema,NumberSchema,canEqual,3,1,1
json-schema,org.everit.json.schema,Builder,build,3,1,0
json-schema,org.everit.json.schema,Builder,exclusiveMaximum,4,1,1
json-schema,org.everit.json.schema,Builder,exclusiveMinimum,4,1,1
json-schema,org.everit.json.schema,Builder,maximum,4,1,1
json-schema,org.everit.json.schema,Builder,minimum,4,1,1
json-schema,org.everit.json.schema,Builder,multipleOf,4,1,1
json-schema,org.everit.json.schema,Builder,requiresInteger,4,1,1
json-schema,org.everit.json.schema,Builder,requiresNumber,4,1,1
json-schema,org.everit.json.schema,Builder,exclusiveMinimum,4,1,1
json-schema,org.everit.json.schema,Builder,exclusiveMaximum,4,1,1
json-schema,org.everit.json.schema,NumberSchemaValidatingVisitor,NumberSchemaValidatingVisitor,4,1,2
json-schema,org.everit.json.schema,NumberSchemaValidatingVisitor,visitNumberSchema,9,1,1
json-schema,org.everit.json.schema,NumberSchemaValidatingVisitor,visitExclusiveMinimum,3,1,1
json-schema,org.everit.json.schema,NumberSchemaValidatingVisitor,visitMinimum,12,4,1
json-schema,org.everit.json.schema,NumberSchemaValidatingVisitor,visitExclusiveMinimumLimit,7,3,1
json-schema,org.everit.json.schema,NumberSchemaValidatingVisitor,visitMaximum,12,4,1
json-schema,org.everit.json.schema,NumberSchemaValidatingVisitor,visitExclusiveMaximum,3,1,1
json-schema,org.everit.json.schema,NumberSchemaValidatingVisitor,visitExclusiveMaximumLimit,7,3,1
json-schema,org.everit.json.schema,NumberSchemaValidatingVisitor,visitMultipleOf,8,3,1
json-schema,org.everit.json.schema,ObjectComparator,deepEquals,23,7,2
json-schema,org.everit.json.schema,ObjectComparator,deepEqualArrays,11,4,2
json-schema,org.everit.json.schema,ObjectComparator,sortedNamesOf,8,2,1
json-schema,org.everit.json.schema,ObjectComparator,deepEqualObjects,15,5,2
json-schema,org.everit.json.schema,ObjectComparator,ObjectComparator,2,1,0
json-schema,org.everit.json.schema,ObjectSchema,toRegexp,3,1,1
json-schema,org.everit.json.schema,ObjectSchema,additionalProperties,4,1,1
json-schema,org.everit.json.schema,ObjectSchema,addPropertySchema,7,1,2
json-schema,org.everit.json.schema,ObjectSchema,addRequiredProperty,4,1,1
json-schema,org.everit.json.schema,ObjectSchema,build,3,1,0
json-schema,org.everit.json.schema,ObjectSchema,maxProperties,4,1,1
json-schema,org.everit.json.schema,ObjectSchema,minProperties,4,1,1
json-schema,org.everit.json.schema,ObjectSchema,patternProperty,4,1,2
json-schema,org.everit.json.schema,ObjectSchema,patternProperty,4,1,2
json-schema,org.everit.json.schema,ObjectSchema,patternProperty,4,1,2
json-schema,org.everit.json.schema,ObjectSchema,propertyDependency,9,2,2
json-schema,org.everit.json.schema,ObjectSchema,requiresObject,4,1,1
json-schema,org.everit.json.schema,ObjectSchema,schemaDependency,4,1,2
json-schema,org.everit.json.schema,ObjectSchema,schemaOfAdditionalProperties,4,1,1
json-schema,org.everit.json.schema,ObjectSchema,propertyNameSchema,4,1,1
json-schema,org.everit.json.schema,ObjectSchema,builder,3,1,0
json-schema,org.everit.json.schema,ObjectSchema,copyMap,3,1,1
json-schema,org.everit.json.schema,ObjectSchema,ObjectSchema,18,2,1
json-schema,org.everit.json.schema,ObjectSchema,getMaxProperties,3,1,0
json-schema,org.everit.json.schema,ObjectSchema,getMinProperties,3,1,0
json-schema,org.everit.json.schema,ObjectSchema,getRegexpPatternProperties,3,1,0
json-schema,org.everit.json.schema,ObjectSchema,getPatternProperties,3,1,0
json-schema,org.everit.json.schema,ObjectSchema,getPropertyDependencies,3,1,0
json-schema,org.everit.json.schema,ObjectSchema,getPropertySchemas,3,1,0
json-schema,org.everit.json.schema,ObjectSchema,getRequiredProperties,3,1,0
json-schema,org.everit.json.schema,ObjectSchema,getSchemaDependencies,3,1,0
json-schema,org.everit.json.schema,ObjectSchema,getSchemaOfAdditionalProperties,3,1,0
json-schema,org.everit.json.schema,ObjectSchema,getPropertyNameSchema,3,1,0
json-schema,org.everit.json.schema,ObjectSchema,accept,3,1,1
json-schema,org.everit.json.schema,ObjectSchema,permitsAdditionalProperties,3,1,0
json-schema,org.everit.json.schema,ObjectSchema,requiresObject,3,1,0
json-schema,org.everit.json.schema,ObjectSchema,hasDefaultProperty,3,1,0
json-schema,org.everit.json.schema,ObjectSchema,definesProperty,7,1,1
json-schema,org.everit.json.schema,ObjectSchema,definesSchemaProperty,13,3,2
json-schema,org.everit.json.schema,ObjectSchema,definesPatternProperty,11,4,2
json-schema,org.everit.json.schema,ObjectSchema,definesSchemaDependencyProperty,11,4,1
json-schema,org.everit.json.schema,ObjectSchema,equals,12,3,1
json-schema,org.everit.json.schema,ObjectSchema,hashCode,3,1,0
json-schema,org.everit.json.schema,ObjectSchema,canEqual,3,1,1
json-schema,org.everit.json.schema,Builder,toRegexp,3,1,1
json-schema,org.everit.json.schema,Builder,additionalProperties,4,1,1
json-schema,org.everit.json.schema,Builder,addPropertySchema,7,1,2
json-schema,org.everit.json.schema,Builder,addRequiredProperty,4,1,1
json-schema,org.everit.json.schema,Builder,build,3,1,0
json-schema,org.everit.json.schema,Builder,maxProperties,4,1,1
json-schema,org.everit.json.schema,Builder,minProperties,4,1,1
json-schema,org.everit.json.schema,Builder,patternProperty,4,1,2
json-schema,org.everit.json.schema,Builder,patternProperty,4,1,2
json-schema,org.everit.json.schema,Builder,patternProperty,4,1,2
json-schema,org.everit.json.schema,Builder,propertyDependency,9,2,2
json-schema,org.everit.json.schema,Builder,requiresObject,4,1,1
json-schema,org.everit.json.schema,Builder,schemaDependency,4,1,2
json-schema,org.everit.json.schema,Builder,schemaOfAdditionalProperties,4,1,1
json-schema,org.everit.json.schema,Builder,propertyNameSchema,4,1,1
json-schema,org.everit.json.schema,ObjectSchemaValidatingVisitor,ObjectSchemaValidatingVisitor,3,1,1
json-schema,org.everit.json.schema,ObjectSchemaValidatingVisitor,visitObjectSchema,17,3,1
json-schema,org.everit.json.schema,ObjectSchemaValidatingVisitor,visitRequiredPropertyName,5,2,1
json-schema,org.everit.json.schema,ObjectSchemaValidatingVisitor,visitPropertyNameSchema,14,5,1
json-schema,org.everit.json.schema,ObjectSchemaValidatingVisitor,visitMinProperties,5,2,1
json-schema,org.everit.json.schema,ObjectSchemaValidatingVisitor,visitMaxProperties,5,2,1
json-schema,org.everit.json.schema,ObjectSchemaValidatingVisitor,visitPropertyDependencies,9,4,2
json-schema,org.everit.json.schema,ObjectSchemaValidatingVisitor,visitAdditionalProperties,11,4,1
json-schema,org.everit.json.schema,ObjectSchemaValidatingVisitor,visitSchemaOfAdditionalProperties,12,4,1
json-schema,org.everit.json.schema,ObjectSchemaValidatingVisitor,getAdditionalProperties,15,4,0
json-schema,org.everit.json.schema,ObjectSchemaValidatingVisitor,matchesAnyPattern,8,3,1
json-schema,org.everit.json.schema,ObjectSchemaValidatingVisitor,visitPatternPropertySchema,14,5,2
json-schema,org.everit.json.schema,ObjectSchemaValidatingVisitor,visitSchemaDependency,8,3,2
json-schema,org.everit.json.schema,ObjectSchemaValidatingVisitor,visitPropertySchema,11,4,2
json-schema,org.everit.json.schema,ReadWriteValidator,createForContext,3,1,2
json-schema,org.everit.json.schema,ReadWriteValidator,validate,0,1,2
json-schema,org.everit.json.schema,ReadOnlyValidator,ReadOnlyValidator,3,1,1
json-schema,org.everit.json.schema,ReadOnlyValidator,validate,5,2,2
json-schema,org.everit.json.schema,WriteOnlyValidator,WriteOnlyValidator,3,1,1
json-schema,org.everit.json.schema,WriteOnlyValidator,validate,5,2,2
json-schema,org.everit.json.schema,ReferenceSchema,build,6,2,0
json-schema,org.everit.json.schema,ReferenceSchema,refValue,4,1,1
json-schema,org.everit.json.schema,ReferenceSchema,unprocessedProperties,7,2,1
json-schema,org.everit.json.schema,ReferenceSchema,title,7,2,1
json-schema,org.everit.json.schema,ReferenceSchema,description,7,2,1
json-schema,org.everit.json.schema,ReferenceSchema,schemaLocation,7,2,1
json-schema,org.everit.json.schema,ReferenceSchema,copy,7,2,0
json-schema,org.everit.json.schema,ReferenceSchema,builder,3,1,0
json-schema,org.everit.json.schema,ReferenceSchema,ReferenceSchema,5,1,1
json-schema,org.everit.json.schema,ReferenceSchema,definesProperty,6,2,1
json-schema,org.everit.json.schema,ReferenceSchema,getReferredSchema,3,1,0
json-schema,org.everit.json.schema,ReferenceSchema,getReferenceValue,3,1,0
json-schema,org.everit.json.schema,ReferenceSchema,setReferredSchema,6,2,1
json-schema,org.everit.json.schema,ReferenceSchema,equals,12,3,1
json-schema,org.everit.json.schema,ReferenceSchema,hashCode,3,1,0
json-schema,org.everit.json.schema,ReferenceSchema,canEqual,3,1,1
json-schema,org.everit.json.schema,ReferenceSchema,accept,3,1,1
json-schema,org.everit.json.schema,ReferenceSchema,getUnprocessedProperties,3,1,0
json-schema,org.everit.json.schema,ReferenceSchema,getTitle,3,1,0
json-schema,org.everit.json.schema,ReferenceSchema,getDescription,3,1,0
json-schema,org.everit.json.schema,ReferenceSchema,getLocation,3,1,0
json-schema,org.everit.json.schema,Builder,build,6,2,0
json-schema,org.everit.json.schema,Builder,refValue,4,1,1
json-schema,org.everit.json.schema,Builder,unprocessedProperties,7,2,1
json-schema,org.everit.json.schema,Builder,title,7,2,1
json-schema,org.everit.json.schema,Builder,description,7,2,1
json-schema,org.everit.json.schema,Builder,schemaLocation,7,2,1
json-schema,org.everit.json.schema,Builder,copy,7,2,0
json-schema,org.everit.json.schema,Schema,title,4,1,1
json-schema,org.everit.json.schema,Schema,description,4,1,1
json-schema,org.everit.json.schema,Schema,id,4,1,1
json-schema,org.everit.json.schema,Schema,schemaLocation,3,1,1
json-schema,org.everit.json.schema,Schema,schemaLocation,4,1,1
json-schema,org.everit.json.schema,Schema,defaultValue,4,1,1
json-schema,org.everit.json.schema,Schema,nullable,4,1,1
json-schema,org.everit.json.schema,Schema,readOnly,4,1,1
json-schema,org.everit.json.schema,Schema,writeOnly,4,1,1
json-schema,org.everit.json.schema,Schema,unprocessedProperties,4,1,1
json-schema,org.everit.json.schema,Schema,build,0,1,0
json-schema,org.everit.json.schema,Schema,Schema,12,1,1
json-schema,org.everit.json.schema,Schema,validate,3,1,1
json-schema,org.everit.json.schema,Schema,definesProperty,3,1,1
json-schema,org.everit.json.schema,Schema,headAndTailOfJsonPointerFragment,14,2,1
json-schema,org.everit.json.schema,Schema,equals,12,3,1
json-schema,org.everit.json.schema,Schema,hashCode,3,1,0
json-schema,org.everit.json.schema,Schema,getTitle,3,1,0
json-schema,org.everit.json.schema,Schema,getDescription,3,1,0
json-schema,org.everit.json.schema,Schema,getId,3,1,0
json-schema,org.everit.json.schema,Schema,getSchemaLocation,3,1,0
json-schema,org.everit.json.schema,Schema,getLocation,3,1,0
json-schema,org.everit.json.schema,Schema,getDefaultValue,3,1,0
json-schema,org.everit.json.schema,Schema,hasDefaultValue,3,1,0
json-schema,org.everit.json.schema,Schema,isNullable,3,1,0
json-schema,org.everit.json.schema,Schema,isReadOnly,3,1,0
json-schema,org.everit.json.schema,Schema,isWriteOnly,3,1,0
json-schema,org.everit.json.schema,Schema,getUnprocessedProperties,3,1,0
json-schema,org.everit.json.schema,Schema,describeTo,3,1,1
json-schema,org.everit.json.schema,Schema,describePropertiesTo,2,1,1
